date,nc,c,ct,ctt
2025-05-09,56.22638414228198,56.22638414228198,56.22638414228198,56.22638414228198
2025-05-12,56.22638414228198,56.29534965952336,56.27086690090267,56.226978672603025
2025-05-13,56.22638414228198,56.36431517676474,56.31534965952336,56.22876226356617
2025-05-14,56.22638414228198,56.433280694006115,56.35983241814405,56.231734915171394
2025-05-15,56.22638414228198,56.502246211247495,56.40431517676474,56.23589662741872
2025-05-16,56.22638414228198,56.571211728488876,56.44879793538542,56.24124740030814
2025-05-19,56.22638414228198,56.64017724573026,56.49328069400612,56.24778723383965
2025-05-20,56.22638414228198,56.70914276297164,56.537763452626805,56.255516128013255
2025-05-21,56.22638414228198,56.77810828021301,56.582246211247494,56.26443408282895
2025-05-22,56.22638414228198,56.84707379745439,56.62672896986819,56.27454109828673
2025-05-23,56.22638414228198,56.91603931469577,56.67121172848888,56.285837174386614
2025-05-26,56.22638414228198,56.985004831937154,56.715694487109566,56.298322311128594
2025-05-27,56.22638414228198,57.053970349178535,56.760177245730254,56.31199650851266
2025-05-28,56.22638414228198,57.12293586641991,56.80466000435095,56.32685976653882
2025-05-29,56.22638414228198,57.19190138366129,56.84914276297164,56.34291208520707
2025-05-30,56.22638414228198,57.26086690090267,56.89362552159232,56.36015346451742
2025-06-02,56.22638414228198,57.32983241814405,56.93810828021301,56.37858390446985
2025-06-03,56.22638414228198,57.398797935385424,56.982591038833704,56.39820340506438
2025-06-04,56.22638414228198,57.467763452626805,57.02707379745439,56.41901196630101
2025-06-05,56.22638414228198,57.536728969868186,57.07155655607508,56.44100958817972
2025-06-06,56.22638414228198,57.60569448710957,57.116039314695776,56.464196270700526
2025-06-09,56.22638414228198,57.67466000435095,57.160522073316464,56.48857201386343
2025-06-10,56.22638414228198,57.74362552159232,57.20500483193715,56.51413681766842
2025-06-11,56.22638414228198,57.8125910388337,57.24948759055784,56.54089068211551
2025-06-12,56.22638414228198,57.88155655607508,57.29397034917854,56.56883360720469
2025-06-13,56.22638414228198,57.95052207331646,57.33845310779922,56.597965592935964
2025-06-16,56.22638414228198,58.019487590557844,57.382935866419906,56.62828663930933
2025-06-17,56.22638414228198,58.08845310779922,57.4274186250406,56.65979674632479
2025-06-18,56.22638414228198,58.1574186250406,57.47190138366129,56.692495913982334
2025-06-19,56.22638414228198,58.22638414228198,57.51638414228198,56.72638414228198
