date,nc,c,ct,ctt
2025-05-09,47.06897281707909,47.06897281707909,47.06897281707909,47.06897281707909
2025-05-12,47.06897281707909,47.137938334320474,47.11345557569978,47.06956734740014
2025-05-13,47.06897281707909,47.206903851561854,47.15793833432048,47.07135093836328
2025-05-14,47.06897281707909,47.27586936880323,47.202421092941165,47.07432358996851
2025-05-15,47.06897281707909,47.34483488604461,47.246903851561854,47.07848530221583
2025-05-16,47.06897281707909,47.41380040328599,47.291386610182535,47.08383607510525
2025-05-19,47.06897281707909,47.48276592052737,47.33586936880323,47.090375908636766
2025-05-20,47.06897281707909,47.55173143776875,47.38035212742392,47.09810480281037
2025-05-21,47.06897281707909,47.620696955010125,47.42483488604461,47.10702275762606
2025-05-22,47.06897281707909,47.689662472251506,47.4693176446653,47.117129773083846
2025-05-23,47.06897281707909,47.75862798949289,47.51380040328599,47.12842584918373
2025-05-26,47.06897281707909,47.82759350673427,47.55828316190668,47.14091098592571
2025-05-27,47.06897281707909,47.89655902397565,47.60276592052737,47.15458518330977
2025-05-28,47.06897281707909,47.96552454121702,47.64724867914806,47.16944844133593
2025-05-29,47.06897281707909,48.0344900584584,47.69173143776875,47.18550076000418
2025-05-30,47.06897281707909,48.10345557569978,47.73621419638943,47.20274213931453
2025-06-02,47.06897281707909,48.172421092941164,47.78069695501012,47.22117257926696
2025-06-03,47.06897281707909,48.24138661018254,47.82517971363082,47.24079207986149
2025-06-04,47.06897281707909,48.31035212742392,47.869662472251505,47.26160064109812
2025-06-05,47.06897281707909,48.3793176446653,47.914145230872194,47.28359826297683
2025-06-06,47.06897281707909,48.44828316190668,47.95862798949289,47.30678494549764
2025-06-09,47.06897281707909,48.51724867914806,48.00311074811358,47.331160688660546
2025-06-10,47.06897281707909,48.586214196389435,48.047593506734266,47.356725492465536
2025-06-11,47.06897281707909,48.655179713630815,48.092076265354955,47.38347935691262
2025-06-12,47.06897281707909,48.724145230872196,48.13655902397565,47.4114222820018
2025-06-13,47.06897281707909,48.79311074811358,48.18104178259633,47.44055426773308
2025-06-16,47.06897281707909,48.86207626535496,48.22552454121702,47.47087531410644
2025-06-17,47.06897281707909,48.93104178259633,48.270007299837715,47.5023854211219
2025-06-18,47.06897281707909,49.00000729983771,48.314490058458404,47.53508458877945
2025-06-19,47.06897281707909,49.06897281707909,48.35897281707909,47.56897281707909
