date,open,high,low,close
2025-03-28,50.74137269384389,51.49015144229363,49.37617123829908,49.98025830580663
2025-03-31,50.38438061318886,51.20980868533178,49.4057441386463,49.07361825970542
2025-04-01,50.12305836363216,50.78576240455455,49.14291084330081,50.22237661859827
2025-04-02,52.51917763961374,52.312310614221765,51.7244731761262,51.185248409065366
2025-04-03,53.594974343908774,52.741091133380465,51.97168515722368,52.52795476093612
2025-04-04,53.339419847907294,53.75861075581871,51.281575211639556,52.5784474834259
2025-04-07,52.413261434960226,52.62550014402921,51.67104796907076,52.52872215204593
2025-04-08,51.38992230574001,52.47489532767711,51.49877295201396,51.998649806570306
2025-04-09,50.733250331331,51.24815344160683,49.94257004287658,50.96495569170061
2025-04-10,50.15642675610259,51.583225353165815,50.13029297472579,50.148450830455666
2025-04-11,50.457506337191354,51.2786021870024,49.85826542513522,50.73923647355765
2025-04-14,51.75719415817745,52.39915008538087,50.53875526839353,51.43230306956791
2025-04-15,51.52516581157768,51.161692583438956,50.26600945628894,50.82287559032086
2025-04-16,50.732095686979946,50.57544437177229,50.262208181189784,50.446628976426545
2025-04-17,49.529364356889694,49.822708542436814,48.99814324527866,49.05732297629845
2025-04-18,49.60338208898446,50.17687674486937,48.25213099885168,50.217273980244066
2025-04-21,51.207745790905385,51.06877263538706,50.050136731608504,51.299941440208784
2025-04-22,52.80111172439197,52.434954983265996,51.580544812502616,52.22291684979852
2025-04-23,54.210226136035004,54.86684940850225,52.67765744377367,53.20198232084554
2025-04-24,56.51138486568386,56.32927296420151,54.92508894098949,55.86932706123637
2025-04-25,56.324019465606725,56.491922889181815,54.931509963700776,55.87611661704658
2025-04-28,57.78154319086844,59.1737079156145,57.70643608672994,58.637917584651554
2025-04-29,58.11839707678635,58.80999538496886,56.97857055027927,57.82761352031985
2025-04-30,54.9418222668183,57.58364842438619,55.957311061323885,57.10676099889814
2025-05-01,55.94675887193986,57.275314995435785,54.73365906772853,56.07820679278255
2025-05-02,55.2752044450664,55.714672022641174,54.446140027851335,55.40805009220169
2025-05-05,56.00482959250064,55.85404875091179,55.25723092382835,55.49785474336585
2025-05-06,54.99715082133809,56.839222718163526,54.84143302722865,56.36646838827929
2025-05-07,53.493956522426465,55.38095697369234,53.180806620119796,54.531966050176635
2025-05-08,55.33682674462017,55.69913340786388,53.5930204971141,55.41285654619355
