date,nc,c,ct,ctt
2025-05-09,51.08538563126352,51.08538563126352,51.08538563126352,51.08538563126352
2025-05-12,51.08538563126352,51.1543511485049,51.12986838988421,51.085980161584565
2025-05-13,51.08538563126352,51.22331666574628,51.174351148504904,51.08776375254771
2025-05-14,51.08538563126352,51.292282182987655,51.21883390712559,51.090736404152935
2025-05-15,51.08538563126352,51.361247700229036,51.26331666574628,51.09489811640026
2025-05-16,51.08538563126352,51.43021321747042,51.30779942436696,51.10024888928968
2025-05-19,51.08538563126352,51.4991787347118,51.35228218298766,51.10678872282119
2025-05-20,51.08538563126352,51.56814425195318,51.396764941608346,51.114517616994796
2025-05-21,51.08538563126352,51.63710976919455,51.441247700229034,51.12343557181049
2025-05-22,51.08538563126352,51.70607528643593,51.48573045884973,51.13354258726827
2025-05-23,51.08538563126352,51.775040803677314,51.53021321747042,51.144838663368155
2025-05-26,51.08538563126352,51.844006320918695,51.57469597609111,51.157323800110134
2025-05-27,51.08538563126352,51.912971838160075,51.619178734711795,51.1709979974942
2025-05-28,51.08538563126352,51.98193735540145,51.66366149333249,51.18586125552036
2025-05-29,51.08538563126352,52.05090287264283,51.70814425195318,51.20191357418861
2025-05-30,51.08538563126352,52.11986838988421,51.75262701057386,51.21915495349896
2025-06-02,51.08538563126352,52.18883390712559,51.79710976919455,51.23758539345139
2025-06-03,51.08538563126352,52.257799424366965,51.841592527815244,51.25720489404592
2025-06-04,51.08538563126352,52.326764941608346,51.88607528643593,51.27801345528255
2025-06-05,51.08538563126352,52.39573045884973,51.93055804505662,51.30001107716126
2025-06-06,51.08538563126352,52.46469597609111,51.97504080367732,51.32319775968207
2025-06-09,51.08538563126352,52.53366149333249,52.019523562298005,51.34757350284497
2025-06-10,51.08538563126352,52.60262701057386,52.06400632091869,51.37313830664996
2025-06-11,51.08538563126352,52.67159252781524,52.10848907953938,51.39989217109705
2025-06-12,51.08538563126352,52.74055804505662,52.15297183816008,51.42783509618623
2025-06-13,51.08538563126352,52.809523562298004,52.19745459678076,51.456967081917504
2025-06-16,51.08538563126352,52.878489079539385,52.24193735540145,51.48728812829087
2025-06-17,51.08538563126352,52.94745459678076,52.28642011402214,51.51879823530633
2025-06-18,51.08538563126352,53.01642011402214,52.33090287264283,51.551497402963875
2025-06-19,51.08538563126352,53.08538563126352,52.37538563126352,51.58538563126352
