date,open,high,low,close
2025-03-28,50.62080948203314,52.06288457397999,50.66551071251412,51.1705908382253
2025-03-31,50.63650555980167,50.79686927373809,50.1876985851517,50.759283948031175
2025-04-01,51.606761924837535,52.60414226482382,51.143115716437414,52.27138117809451
2025-04-02,50.18355391154866,51.84079321486245,50.55646071499384,50.3873260152636
2025-04-03,50.63814965158067,52.807661957945555,50.66639831130045,51.5643084827491
2025-04-04,51.017312629937685,52.6142821036641,51.1556949718645,51.5298352416853
2025-04-07,51.73449009547705,54.21624330811232,52.96693287028799,52.907848493896026
2025-04-08,53.63558805436224,54.35774459281725,52.174155363691334,54.00541770621008
2025-04-09,52.96590635866619,53.867280765668795,52.99621483648232,53.227901921036114
2025-04-10,52.56943785131851,53.49535661128291,52.36253687506924,52.00477688781216
2025-04-11,53.6352112268822,53.58024294548014,52.28141014046716,53.34257794781242
2025-04-14,54.152302046137294,54.45831263811229,53.21172146316371,53.62957395026064
2025-04-15,54.35219149651885,53.824698505479105,52.47144716546689,54.00575450329572
2025-04-16,55.45500971555495,56.139896380352695,54.816109646739136,56.4740409540428
2025-04-17,55.84655829452317,56.36426710208885,54.84215921032232,56.629655865029854
2025-04-18,54.78681350527458,55.57893137130846,54.106067334671884,55.18503621983205
2025-04-21,54.83471966087592,56.164126322989375,53.59579203615637,54.34166586022105
2025-04-22,54.723930722443264,56.31938130896499,54.46227105856003,55.263618034061686
2025-04-23,56.15311038085854,56.13311807233928,55.12845471408668,56.01446846011758
2025-04-24,57.059689781252935,57.544268929456116,55.72055322258348,57.39670728056171
2025-04-25,58.45509810021655,58.16210341590477,57.31392656709359,57.131541044806916
2025-04-28,58.40211627422397,58.77420508718781,58.1392367817507,58.476586716716284
2025-04-29,58.76610791325372,59.89389348593763,58.91571863011861,59.56501643844733
2025-04-30,60.708086370781366,60.4138581395189,59.73586899864568,60.522287402102926
2025-05-01,59.36653358396796,60.4317411932803,58.968711344183035,58.60706898562708
2025-05-02,58.65132070901527,58.93995300706327,57.76898925222856,58.26816892181529
2025-05-05,58.77574886983709,59.25595250499359,56.88444733791322,57.72942128923297
2025-05-06,58.222790835557774,58.94097954613645,57.84654801726669,59.969842447273386
2025-05-07,59.10383908418956,59.945892947989066,58.46934015237436,59.15999232412151
2025-05-08,60.881174691655126,61.13582739246742,59.773295081335135,61.14475622085515
