date,nc,c,ct,ctt
2025-05-09,50.07228415340773,50.07228415340773,50.07228415340773,50.07228415340773
2025-05-12,50.07228415340773,50.14124967064911,50.11676691202842,50.072878683728774
2025-05-13,50.07228415340773,50.21021518789049,50.16124967064911,50.07466227469192
2025-05-14,50.07228415340773,50.279180705131864,50.2057324292698,50.077634926297144
2025-05-15,50.07228415340773,50.348146222373245,50.25021518789049,50.08179663854447
2025-05-16,50.07228415340773,50.417111739614626,50.29469794651117,50.08714741143389
2025-05-19,50.07228415340773,50.48607725685601,50.33918070513187,50.0936872449654
2025-05-20,50.07228415340773,50.55504277409739,50.383663463752555,50.101416139139005
2025-05-21,50.07228415340773,50.62400829133876,50.42814622237324,50.1103340939547
2025-05-22,50.07228415340773,50.69297380858014,50.47262898099394,50.12044110941248
2025-05-23,50.07228415340773,50.76193932582152,50.51711173961463,50.131737185512364
2025-05-26,50.07228415340773,50.8309048430629,50.561594498235316,50.14422232225434
2025-05-27,50.07228415340773,50.899870360304284,50.606077256856004,50.157896519638406
2025-05-28,50.07228415340773,50.96883587754566,50.6505600154767,50.17275977766457
2025-05-29,50.07228415340773,51.03780139478704,50.69504277409739,50.18881209633282
2025-05-30,50.07228415340773,51.10676691202842,50.73952553271807,50.20605347564317
2025-06-02,50.07228415340773,51.1757324292698,50.78400829133876,50.2244839155956
2025-06-03,50.07228415340773,51.244697946511174,50.82849104995945,50.24410341619013
2025-06-04,50.07228415340773,51.313663463752555,50.87297380858014,50.264911977426756
2025-06-05,50.07228415340773,51.382628980993935,50.91745656720083,50.28690959930547
2025-06-06,50.07228415340773,51.451594498235316,50.961939325821525,50.310096281826276
2025-06-09,50.07228415340773,51.5205600154767,51.006422084442214,50.33447202498918
2025-06-10,50.07228415340773,51.58952553271807,51.0509048430629,50.36003682879417
2025-06-11,50.07228415340773,51.65849104995945,51.09538760168359,50.38679069324126
2025-06-12,50.07228415340773,51.72745656720083,51.139870360304286,50.41473361833044
2025-06-13,50.07228415340773,51.79642208444221,51.18435311892497,50.44386560406171
2025-06-16,50.07228415340773,51.865387601683594,51.228835877545656,50.47418665043508
2025-06-17,50.07228415340773,51.93435311892497,51.27331863616635,50.505696757450536
2025-06-18,50.07228415340773,52.00331863616635,51.31780139478704,50.538395925108084
2025-06-19,50.07228415340773,52.07228415340773,51.36228415340773,50.57228415340773
