date,nc,c,ct,ctt
2025-05-09,57.98463881920145,57.98463881920145,57.98463881920145,57.98463881920145
2025-05-12,57.98463881920145,58.05360433644283,58.02912157782214,57.985233349522495
2025-05-13,57.98463881920145,58.12256985368421,58.073604336442834,57.98701694048564
2025-05-14,57.98463881920145,58.191535370925585,58.11808709506352,57.989989592090865
2025-05-15,57.98463881920145,58.260500888166966,58.16256985368421,57.99415130433819
2025-05-16,57.98463881920145,58.32946640540835,58.20705261230489,57.99950207722761
2025-05-19,57.98463881920145,58.39843192264973,58.25153537092559,58.00604191075912
2025-05-20,57.98463881920145,58.46739743989111,58.296018129546276,58.013770804932726
2025-05-21,57.98463881920145,58.53636295713248,58.340500888166964,58.02268875974842
2025-05-22,57.98463881920145,58.60532847437386,58.38498364678766,58.0327957752062
2025-05-23,57.98463881920145,58.674293991615244,58.42946640540835,58.044091851306085
2025-05-26,57.98463881920145,58.743259508856625,58.47394916402904,58.056576988048064
2025-05-27,57.98463881920145,58.812225026098005,58.518431922649725,58.07025118543213
2025-05-28,57.98463881920145,58.88119054333938,58.56291468127042,58.08511444345829
2025-05-29,57.98463881920145,58.95015606058076,58.60739743989111,58.10116676212654
2025-05-30,57.98463881920145,59.01912157782214,58.65188019851179,58.11840814143689
2025-06-02,57.98463881920145,59.08808709506352,58.69636295713248,58.13683858138932
2025-06-03,57.98463881920145,59.157052612304895,58.740845715753174,58.15645808198385
2025-06-04,57.98463881920145,59.226018129546276,58.78532847437386,58.17726664322048
2025-06-05,57.98463881920145,59.29498364678766,58.82981123299455,58.19926426509919
2025-06-06,57.98463881920145,59.36394916402904,58.87429399161525,58.22245094762
2025-06-09,57.98463881920145,59.43291468127042,58.918776750235935,58.2468266907829
2025-06-10,57.98463881920145,59.50188019851179,58.96325950885662,58.27239149458789
2025-06-11,57.98463881920145,59.57084571575317,59.00774226747731,58.29914535903498
2025-06-12,57.98463881920145,59.63981123299455,59.05222502609801,58.32708828412416
2025-06-13,57.98463881920145,59.708776750235934,59.09670778471869,58.356220269855434
2025-06-16,57.98463881920145,59.777742267477315,59.14119054333938,58.3865413162288
2025-06-17,57.98463881920145,59.84670778471869,59.18567330196007,58.41805142324426
2025-06-18,57.98463881920145,59.91567330196007,59.23015606058076,58.450750590901805
2025-06-19,57.98463881920145,59.98463881920145,59.27463881920145,58.48463881920145
