date,open,high,low,close
2025-03-28,51.84254430649817,53.16845700801265,51.448663575960545,52.160417790822066
2025-03-31,51.10443914396859,52.4868737213081,50.02549574619583,51.52666253677856
2025-04-01,50.23914022780968,50.62974480227099,49.852990951493545,49.643065337072336
2025-04-02,50.502053931876816,50.85645600470684,48.929749249100546,49.2546606839948
2025-04-03,50.38831875922329,50.60043723784883,49.50539490608131,50.59124655231263
2025-04-04,48.7900668907645,49.56867269059873,48.193574589878395,49.032739209282504
2025-04-07,50.21763690435034,50.33158550456985,48.76412239406034,50.095128864664126
2025-04-08,50.8638820191695,51.68843000831325,50.54670104148688,50.75438699617458
2025-04-09,51.145296928547864,51.81984133067684,50.44501244488267,50.87447969762792
2025-04-10,50.01368266124793,51.35667391304139,49.20268785551071,49.30477633487277
2025-04-11,51.036092144209526,52.45407990718052,50.678550611705276,50.30116939128904
2025-04-14,51.15050345020065,52.01649998066939,51.45448907764328,51.52061168152866
2025-04-15,51.63148896203637,51.25670390748619,50.58927868859554,51.07155440323433
2025-04-16,52.36087606395394,52.606479225843366,51.09604938308561,51.53580476731828
2025-04-17,51.95216589532788,53.112790173007646,50.7660258872703,51.37947852191235
2025-04-18,53.599278813611825,54.17359095036916,53.1982510279177,52.70281509310372
2025-04-21,54.147903292924255,54.7252193381536,52.97861650747759,54.19272654522424
2025-04-22,55.50616113973491,55.86705596841993,55.227235452034286,55.381514453067965
2025-04-23,56.95403459776355,57.626600939056196,56.40386695806921,57.221965805145445
2025-04-24,56.23122198736089,56.757735752515934,55.169613992802745,56.3248937268931
2025-04-25,56.334143255319184,56.84909012376649,55.673279759254605,55.90442987713739
2025-04-28,57.50357367094998,57.96259692133669,56.74955372296115,56.515805233129406
2025-04-29,58.95522843760491,59.018074920097696,56.9964536295982,58.361737074703484
2025-04-30,58.929158771010016,59.696759597484416,57.5028236387803,58.72876461169319
2025-05-01,57.42650337293448,58.58656021886129,58.042648174307025,58.38084532959662
2025-05-02,61.74092981916679,63.112164326245036,61.351920156321945,61.20430008137138
2025-05-05,60.86231734056541,62.173848130834614,60.659966675619735,60.956449108793
2025-05-06,61.01971551071431,62.22700724559916,60.699750001796716,60.976040795230055
2025-05-07,59.644418605941,60.7987705240387,59.14834457467215,59.7063306331036
2025-05-08,60.83809506901225,61.912961258354756,59.459951510027004,60.809690283162865
