date,nc,c,ct,ctt
2025-05-09,42.13794871972239,42.13794871972239,42.13794871972239,42.13794871972239
2025-05-12,42.13794871972239,42.20691423696377,42.18243147834308,42.13854325004343
2025-05-13,42.13794871972239,42.27587975420515,42.22691423696377,42.140326841006576
2025-05-14,42.13794871972239,42.34484527144652,42.27139699558446,42.1432994926118
2025-05-15,42.13794871972239,42.413810788687904,42.31587975420515,42.14746120485913
2025-05-16,42.13794871972239,42.482776305929285,42.36036251282583,42.15281197774855
2025-05-19,42.13794871972239,42.551741823170666,42.404845271446526,42.15935181128006
2025-05-20,42.13794871972239,42.62070734041205,42.449328030067214,42.167080705453664
2025-05-21,42.13794871972239,42.68967285765342,42.4938107886879,42.17599866026936
2025-05-22,42.13794871972239,42.7586383748948,42.5382935473086,42.18610567572714
2025-05-23,42.13794871972239,42.82760389213618,42.582776305929286,42.19740175182702
2025-05-26,42.13794871972239,42.89656940937756,42.627259064549975,42.209886888569
2025-05-27,42.13794871972239,42.96553492661894,42.67174182317066,42.223561085953065
2025-05-28,42.13794871972239,43.03450044386032,42.71622458179136,42.238424343979226
2025-05-29,42.13794871972239,43.1034659611017,42.76070734041205,42.25447666264748
2025-05-30,42.13794871972239,43.17243147834308,42.80519009903273,42.271718041957826
2025-06-02,42.13794871972239,43.24139699558446,42.84967285765342,42.29014848191026
2025-06-03,42.13794871972239,43.31036251282583,42.89415561627411,42.30976798250479
2025-06-04,42.13794871972239,43.379328030067214,42.9386383748948,42.330576543741415
2025-06-05,42.13794871972239,43.448293547308594,42.98312113351549,42.352574165620126
2025-06-06,42.13794871972239,43.517259064549975,43.027603892136185,42.375760848140935
2025-06-09,42.13794871972239,43.586224581791356,43.07208665075687,42.40013659130384
2025-06-10,42.13794871972239,43.65519009903273,43.11656940937756,42.42570139510883
2025-06-11,42.13794871972239,43.72415561627411,43.16105216799825,42.45245525955592
2025-06-12,42.13794871972239,43.79312113351549,43.205534926618945,42.4803981846451
2025-06-13,42.13794871972239,43.86208665075687,43.25001768523963,42.50953017037637
2025-06-16,42.13794871972239,43.93105216799825,43.294500443860315,42.53985121674974
2025-06-17,42.13794871972239,44.00001768523963,43.33898320248101,42.571361323765196
2025-06-18,42.13794871972239,44.06898320248101,43.3834659611017,42.60406049142274
2025-06-19,42.13794871972239,44.13794871972239,43.42794871972239,42.63794871972239
